abstract
"PM 2.5对去卵巢骨质疏松症大鼠骨密度和生物力学性能的影响目的探讨PM 2.5对去势致骨质疏松症大鼠腰椎(L3～5)、右侧股骨骨密度及左侧股骨骨生物力学特性的影响。方法将3周龄雌性SD大鼠（SPF级）适应生长一周后随机分为假手术组、模型对照组和PM 2.5低、中、高剂量组,行气道滴注PM 2.5混悬液或生理盐水,滴注5个月后将模型对照组和PM 2.5各剂量组通过切除大鼠双侧卵巢建立绝经后骨质疏松症模型,假手术组仅切除卵巢周围约1 g的脂肪组织。继续气管滴注至第9个月末,其间分别测定去势后滴注第7、9个月末各组腰椎(L3～5)、右侧股骨骨密度（bone mineral density, BMD）数值,处死大鼠后取左侧股骨进行三点弯曲试验。结果气管滴注7个月后,各组大鼠腰椎(L3～5)及右侧股骨BMD比较差异无统计学意义（P>0.05）。滴注9个月后,PM 2.5各剂量组大鼠腰椎及右侧股骨BMD明显低于模型对照组,且PM 2.5各剂量组之间呈现一定的剂量关联趋势,中、高剂量组BMD降低趋势明显,差异有统计学意义（P<0.05）。此外,从骨生物力学角度分析,与假手术组相比... "
"成骨分化内源性竞争性lncRNA-miRNA-mRNA网络与核心基因的研究目的揭示成骨分化中内源性竞争性长链非编码核糖核酸lncRNA（long noncoding RNA,lncRNA）与下游潜在的微小核糖核酸（micro-ribonucleic acid, microRNA,miRNA）及信使核糖核酸（messenger RNA,mRNA）的表达关系,构建内源性竞争性lncRNA-miRNA-mRNA网络。方法选取NCBI基因表达综合数据库基因芯片GSE89330、GSE72429、GSE74837,应用GEO2R获得差异基因（differentially expressed genes, DEGs）、差异lncRNA（differentially expressed lncRNA,DElncRNAs）和差异miRNA （differentially expressed miRNA,DEmiRNAs）。通过DAVID数据库（Database for Annotation, Visualization and Integrated Discovery）进行DEGs功能富集分析（GO analysis）和KEGG分析（Kyoto Encyclopedia o... "
"模拟增温对松嫩草地羊草有性生殖策略影响的研究通过连续3年的模拟增温实验,探讨了东北松嫩草甸草原单优种羊草的有性生殖策略对大气温度增加的响应.结果表明:增温使羊草物候期从抽穗期开始比对照提前,尤其是从第一花粉囊外露之后到果实成熟期,物候期均比对照明显提前5～7 d.增温降低了单位面积的生殖枝数量,但使生殖枝单株重量、每穗小花数、结实粒数、籽粒重量都显著增加.种群水平上,用于有性生殖的总能量减少,但单株水平上,用于籽粒发育的能量增加.羊草这一多年生根茎型禾草在大气温度升高的条件下会采取减少生殖枝数量而增加生殖枝结实能力的繁殖策略,说明类似于羊草的多年生根茎型禾草在温度变化的条件下生殖策略会发生较大改变,多年的持续增温可能导致种子产量的持续降低. "
"横断山区民族院校园艺学专业课程现状与改革初探随着应用型人才需求的增加,在教学过程中应注重培养学生理论结合实践的能力。在川西高原藏区园艺学专业开设""高原特色植物生产""对开展高原特色植物资源开发和发展高原特色农产品加工业有着重要的作用。因此,本文从横断山区高原藏区园艺学专业""高原特色植物生产""课程设置、教学现状方面,分析教学过程中存在的一些问题及产生这些问题的原因,针对这些问题提出一定的改善措施。以期提升学生对高原地区特色植物资源学习的兴趣、实践动手能力和科学研究能力,从而提高教学质量。 "
"海浪河细鳞鲑食性研究2019年1月、5月、7月和10月,用定制多网目三层复合刺网于松花江二级支流的海浪河长汀以上河段采集细鳞鲑Brachymystax lenok成鱼样本132尾,分析其食性。结果显示:细鳞鲑的食物组成以水生昆虫中的毛翅目和襀翅目,以及小型鲤科鱼类为主;饵料生物中水生昆虫和小型鱼类的质量分别为44.91%和38.61%;主食种类为洛氏鱥Phoxinus lagowskii、萨卡林大石蝇Pteronarcys sachalina和大石蝇Pteronarcys sp.成虫。结果发现:细鳞鲑摄食强度存在季节性变化,摄食高峰期为夏季和秋季（5月和7月）,摄食率分别为94.29%和95.56%,充塞度等级大于Ⅲ的个体比例秋季最高（66.67%）,春季繁殖期具有停止摄食的行为特征（空肠率83.33%）。 "
"牛METTL3真核表达载体的构建及生物信息学分析[目的]对牛甲基转移酶METTL3基因进行真核表达并对其蛋白进行生物信息学分析。[方法]以MDBK细胞为模板，RT-PCR扩增牛METTL3基因片段，构建pcDNA3.0-METTL3载体并转染至293T细胞后，进行Western Blotting验证，通过生物信息学在线工具分析METTL3蛋白。[结果]PCR、双酶切鉴定、Western Blotting和生物信息学分析表明牛METTL3基因编码区序列全长为1 760 bp，编码了580个氨基酸，蛋白的分子质量64.4469 kDa,PI为5.98，属于不稳定亲水性蛋白，不存在跨膜结构与信号肽。二级结构主要是由α螺旋和无规则卷曲构成，三级结构与二级结构预测结果一致。[结论]成功构建了pcDNA3.0-HA-METTL3真核表达载体，生物信息学分析表明，牛METTL3蛋白为在细胞质中分泌合成的可溶蛋白，α螺旋和无规则卷曲为二级结构中最主要的结构元件。 "
"猪疥螨病的临床症状和防治措施畜禽养殖在提高区域经济以及个人收入上发挥着重要的作用,养猪业是我国重要的产业之一,随着养殖规模的扩大以及养殖密度的增加,猪疫病的发生概率也越来越高。猪疥螨病是一种常见的寄生虫疾病,其传染性较强,会严重影响猪只的生长发育,从而给养殖户造成巨大的损失,因此有必要重视该病的防治工作。基于此,就猪疥螨病的临床症状和防治措施进行分析。 "
"环氧丙烷对仿刺参抗氧化酶和免疫酶活性的影响将经暂养的体质量（5.23±0.96）g的仿刺参（Apostichopus japonicus）置于10 L玻璃缸中,水中环氧丙烷质量浓度为100.00 mg/L、200.00 mg/L、300.00 mg/L、400.00 mg/L、500.00 mg/L及600.00 mg/L（用母液调配）,每个梯度设3个平行,每个缸中20头幼参,统计24 h、48 h、72 h、96 h幼参死亡率,同时测定体腔液中超氧化物歧化酶（SOD）、过氧化氢酶（CAT）、酸性磷酸酶（ACP）和碱性磷酸酶（ALP）的活性。试验结果表明,高质量浓度组仿刺参体腔液中抗氧化酶活性最先在24 h时、随后ALP活性在48 h时均受到显著诱导（P<0.05）;48 h时各质量浓度组CAT活性最先极受到显著抑制（P<0.01）,其他3种酶活性在72 h时开始受到显著抑制,72 h时CAT活性恢复,而高质量浓度组直到96 h,其他3种酶活性仍受到显著抑制（P<0.05）。CAT活性受到污染物的影响最大,但恢复也最快。除ACP外,其他3种酶活性均表现短期毒物兴奋效应,受到显著诱导（P<0.05）,长时... "
球孢白僵菌全细胞催化苯甲酸合成对羟基苯甲酸[目的]为实现对羟基苯甲酸的生物合成。[方法]通过形态学和分子学鉴定得到一株球孢白僵菌B2660，利用B2660对苯甲酸进行全细胞催化，经高效液相色谱（HPLC）和GC-MS检测确定产物为对羟基苯甲酸，并通过正交试验对全细胞催化条件进行了优化。[结果]未优化前，球孢白僵菌B2660在48 h合成对羟基苯甲酸0.434 g/L，转化率为31.4%。经过优化后B2660在30℃、p H值7和底物浓度为2 g/L的条件下，可全细胞催化产生对羟基苯甲酸1.2 g/L，转化率达到86.9%，比优化前提高了1.68倍。[结论]球孢白僵菌B2660为首次发现具有将苯甲酸物质全细胞催化合成生成对羟基苯甲酸的能力，为生物法合成对羟基苯甲酸开辟了新途径。 
"甘薯IbWRKY44的克隆与表达分析WRKY家族是植物中一类重要的转录因子,广泛参与植物的生长发育、次生物质代谢以及逆境响应等生物学过程。甘薯中存在许多WRKY基因家族成员,但这些基因是否参与花青素的生物合成尚未报道。研究克隆了在紫心甘薯和白心甘薯块根中差异表达的IbWRKY44基因,其ORF全长为1 401 bp,编码446个氨基酸。系统进化分析表明,Ib WRKY44蛋白与同属旋花科三叶裂薯It WRKY44和牵牛In WRKY44的亲缘关系最近,与葡萄Vv WRKY44的亲缘关系最远。IbWRKY44的启动子中包括激素响应、光响应和厌氧诱导响应等多种元件以及AP1、MYB和MYC等转录因子的结合位点。利用q RT-PCR分析了IbWRKY44在不同甘薯品种中的表达特性,发现IbWRKY44在紫心甘薯块根中的表达量显著高于非紫心甘薯,推测IbWRKY44参与花青素的生物合成。构建了过表达带有绿色荧光的融合表达载体p CAMBIA1300-IbWRKY44-GFP并进行烟草叶片的亚细胞定位分析,结果显示,IbWRKY44基因编码的蛋白定位于细胞核。 "
"生物炭基复合材料制备及其在有机污染环境修复中的应用生物炭具有碳含量高、比表面积大、孔结构发达和吸附性能好的优点,其在土壤质量改良、环境污染修复和固碳减排等领域应用广泛。针对生物炭自身体积密度小、固液分离难及长效性和稳定性亟待进一步提高等实际问题,将生物炭与金属材料、光催化剂和黏土矿物等结合,制备对污染环境具有更高修复效能的生物炭复合材料备受关注。通过系统综述生物炭基复合修复材料的制备方法及环境污染控制应用,分析了其对环境中有机污染物的去除机理,提出了生物炭材料的未来研发趋势,以期为高效生物炭基复合修复材料制备及其实际应用提供新思路。 "
"石油及石化污染场地生物修复技术进展与展望石油资源为经济社会发展提供源源不断动力的同时,也产生了大面积的石油及石化污染场地,对场地环境造成日益严重的污染。生物修复技术由于其绿色、环境友好、无二次污染等优点引起人们广泛关注。概述了石油及石化污染场地基于微生物和植物修复的生物修复技术的研究概况和目前进展,分析了生物修复技术的局限性并对其未来研究重点进行了展望,旨在为石油及石化污染场地的生物修复技术的发展及全方位应用提供科学依据。 "
"石油烃降解菌Dietzia的分布及应用前景石油的泄露和排放对环境造成极大的污染,迪茨氏菌（Dietzia）具有较强的石油烃降解能力,它能降解正构烷烃(C6～C44)、姥鲛烷、植烷、多环芳烃等多种石油组分,是一种可用于石油污染生物修复技术的潜在菌种。近期关于Dietzia菌与不同物种微生物互作、菌群构建和示范应用的研究结果,为该菌的实际应用以及现场修复策略的制定提供了重要参考。对Dietzia菌的系统分类与生理特性,分离来源和分布,以及应用前景进行了总结。 "
"磁改性生物炭制备及应用研究农林废弃物在农业生产中较为常见,由其制备的生物炭在土壤污染与废水处理方面具有较大应用潜力,但实际应用中往往存在难分离、难回收、难再生等问题,易引起滤网堵塞或吸附剂流失。鉴于此,本文立足农业废弃物资源利用与磁性生物炭理论与实践基础,综述磁性生物炭的制备方法、改性前后特性差异及应用等,为农业废弃物资源的高效利用和磁改性生物炭应用提供科学依据。 "
"苗药追风伞主要农艺性状的相关性分析及通径分析本文研究追风伞主要农艺性状与生物总鲜重的相关性,为追风伞优良品种选育提供重要参考依据。本文对50份追风伞的总鲜重与各农艺性状进行测定,在此基础上进行相关性分析、回归分析和通径分析。相关性研究结果表明,追风伞的株高、主茎、叶片长、叶片宽、根长这5个性状主要影响了药材生物总鲜重的高低;回归分析结果表明,在选育追风伞高产的品种时,应重点选择单株根数较多、叶片最大展幅长较长、叶片最大展幅宽较宽、株高较高的品种;通径分析结果表明,影响追风伞生物总鲜重的最直接和主要的因素为单株株高、根数、叶片长及叶片宽这4个农艺性状。追风伞根数、茎粗、株高、叶片宽、果实数、根长等农艺性状可作为追风伞品种选育的重要参考指标。 "
2-酮基-L-古龙酸合成L-木糖的酶筛选及反应优化[目的]构建能够以2-酮基-L-古龙酸为底物合成L-木糖的工程菌。[方法]将马来酸醋杆菌（Acetobacter malorum）、驹形氏杆菌（Komagataeibacter pomaceti）、解脂耶氏酵母（Yarrowia lipolytica）、酸醋杆菌（Gluconacetobacter johannae）中的α-酮酸脱羧酶在大肠杆菌中重组表达，筛选功能性菌株，优化工程菌合成反应条件。[结果]构建了BL21（pET28a-AmDC）、BL21 （pET28a-KpDC）、BL21 （pET28a-YpDC）、BL21 （pET28a-GjDC）四个工程菌，其中BL21（pET28a-YpDC）对100 mmol/L底物2-酮基-L-古龙酸的转化率> 52%，产物L-木糖的纯度> 99%。BL21（pET28a-YpDC）转化反应最适pH值为7.0，最适温度为37℃，最适Mg2+浓度为5 mmol/L，最适TPP浓度为10 mmol/L。[结论]筛选得到能够催化合成L-木糖的工程菌BL21（pET28a-YpDC），该菌株对2-酮基-L-古龙酸... 
"银纳米粒子的绿色合成及在生物医学中的应用进展银纳米粒子（Ag NPs）以其良好的稳定性和独特的生物亲和性,在许多领域显示出潜在的应用价值。近年来“绿色化学”已应用到（Ag NPs）的制备中,绿色合成法制备过程简单、产物无需后处理、绿色环保,受到广大研究者的青睐。本文主要综述了（Ag NPs）的绿色合成方法,以及在生物医学中的应用,并对其发展前景及面临的挑战进行了总结与展望。 "
"降水量及种植时期对虎尾草生长和繁殖的影响通过分析虎尾草植株产量和种子产量的变化规律,研究了降水量和种植时期对虎尾草生长和繁殖的影响.结果表明:低降水量使虎尾草地上、地下生物量降低,延迟种植降低了植株地上和地下生物量;种子的千粒重随降水量的增加显著增加,但6月15日种植的虎尾草千粒重最小;种子产量在高降水量条件下最大,最早种植的植株种子产量最高,最晚种植的植株种子产量最低;虎尾草抽穗率随降水量的增加显著增加,高降水量条件下抽穗率最大,且各降水量条件下最晚种植的虎尾草抽穗率最大;不同种植时期虎尾草成熟度基本具有相同的变化规律,在低降水量条件下成熟度最低,6月15日种植的植株种子成熟度最低.降水量和种植时期的变化对虎尾草生长和繁殖具有重要影响. "
"非天然氨基酸在蛋白质动态特性核磁共振研究中的应用核磁共振（NMR）是蛋白质结构解析的主要方法之一.除可获得蛋白质的高分辨结构外,NMR还可用于观测最接近生理条件的蛋白质动态构象,获得蛋白质行使生物学功能的详细机制.非天然氨基酸定点标记方法可显著减少大分子量蛋白质的信号数目,降低数据采集和分析难度,已广泛运用于蛋白质结构和功能研究.本文介绍了常用的在蛋白质中引入非天然氨基酸的实验方法,包括蛋白质化学合成法、蛋白质化学修饰法、氟代芳香族氨基酸插入和基因密码子编辑的位点特异性插入等方法,并介绍了部分应用非天然氨基酸结合NMR研究大分子量蛋白的成功案例.此外,此篇综述讨论了目前非天然氨基酸标记在蛋白质研究中的局限性及发展方向. "
"5G技术在亭子口水利枢纽库坝安全智能巡检方面的研究应用5G作为新一代移动通信技术的主要方向,它不仅在速度而且还在功耗、时延等多个方面有了全新的提升,将为未来经济社会发展提供基础性支撑,在发电企业应用方面,通过5G超大宽带、超低时延、超高可靠的网络,高清的数据传输,能成功实现无人机巡检、机器人巡检、智能安防等多领域智慧应用场景。 "
"“大智移云”背景下高校会计实践教学改革创新研究大数据、人工智能、移动互联网和云技术的广泛应用改变了我们对工作、学习和生活的认知。高校做为人才培养的主战场,其教学资源、教学模式和教学方法也面临着前所未有的挑战。本文旨在阐述新形势下高校会计实践教学创新改革的新路径,对各类高校会计学专业实践教学改革具有一定的借鉴作用。 "
"“税收筹划”课程思政教学探索与实践"":税收筹划""是经济学、管理学专业的一门主干课程,在""税收筹划""教学中融入思政元素是加强学生思想政治教育的一个良好途径。本文对""税收筹划""课程思政教学的必要性、切入点和实施路径进行研究,并通过问卷调查发现,将课程思政融入到""税收筹划""教学中,不仅激发了学生的专业课学习兴趣、深化了其对专业知识的理解,还提高了学生的思想政治素养,培养了其社会责任感。 "
"中国就业市场对全球高校毕业生吸引力显著提升<正>近日由全球化智库（CCG）和领英联合发布的《中外高校毕业生职业发展研究与展望2021》（以下称报告）显示,绝大多数U10（即中国10所""双一流""高校）毕业生愿意在中国进行首次就业,这一比例高达75.34%,整体呈现出""出国深造—回国就业""的国际人才环流模式。这是得益于国内良好的经济发展状况,特别是疫情后经济和就业市场积极复苏的总体形势为U10毕业生在国内就业提供了稳定的大环境保障。而在中国深度融入全球化的背景下, "
"中国生态农业四十年:回顾与展望——纪念生态农业理念倡导者马世骏先生逝世30周年本文追溯了马世骏先生倡导的生态农业理念的提出及其产生背景,对中国生态农业40年的发展进行了回顾,认为生态农业理念被广泛接受,并进入生态文明新阶段;生态农业技术经济体系建立、生态经济效益不断上升;生态农业对实现碳中和的作用逐渐凸显。同时,本文也指出了目前生态农业发展所面临的挑战:生态农业的工程化、体系化程度仍不够高;生态农业与碳市场衔接度不高;市场上的生态农产品尚需消费者的更多认可;生态农业建设缺乏充分的政策支持;生态农产品的国际贸易程度依然偏低。展望未来的生态农业建设,作者认为:生态农业建设应更加工程化、智能化、低碳化;生态农产品的市场化价值提高;生态农业的政策更加精准化、协调化;我国的生态农业模式在国际市场上受到高度认可,产品可信度将不断提高。 "
"中性技术进步条件下的经济控制模型的最优控制分析研究了带有中性技术进步生产函数边界条件的非线性资产投资系统的最优控制问题.利用解的先验估计和Banach空间不动点原理,得到了系统解的存在唯一性.应用极小化序列法和紧性方法,证明了控制问题最优解的存在性. "
"云南红河烟区覆膜方式及移栽苗龄对烤烟产量和品质形成的影响采用田间试验,分析不同覆膜方式与移栽苗龄对云南红河烟区烤烟成苗率、返苗期、农艺性状、主要病害发病率和病情指数、烟叶化学成分及经济性状的影响,以探索出适合该产区优质高产的烤烟种植技术。结果表明,从覆膜方式来看,膜下移栽要比膜上移栽效果好,成苗率较高,返苗期较短,发病率和病情指数较低,经济效益较高;从不同苗龄的烟株来看,除膜上中苗移栽处理外,其余处理均呈现苗龄越大,各指标表现越差的现象。因此,在膜下移栽适宜采用小苗（4叶1心）,烟株长势最好,农艺性状指标在所有处理中表现最优;而在膜上移栽适宜采用中苗（6叶1心）,其烟株田间生长发育最好。 "
"互联网+环境下优化企业经济财务管理的方法财务管理作为企业的命脉,在其发展中发挥了巨大的作用。但由于商务竞争变得复杂,所以也对其财务信息处理的效率、精度、范围都提出了较高的要求。为了解决上述问题,许多企业都开始尝试利用互联网+来帮助企业进行财务信息管理。但在本质上,互联网的融入不仅给企业带来了商机,还带来了挑战。所以为了帮助中小型企业优化在互联网+环境下的企业经济管理,本文对互联网下的商业环境进行了详细分析,并指出了两者的融合切入点,以便帮助其在商业竞争中取得优势。 "
"以“经济管理年”为契机 助推公立医院运营发展2020年6月28日,国家卫生健康委和国家中医药管理局联合印发《关于开展""公立医疗机构经济管理年""活动的通知》,要求全国各级各类公立医院及基层医疗卫生机构,部署开展""经济管理年""活动。根据国家、省、市卫生工作部署及相关要求,我区积极组织部署,落实经济管理年活动主管部门责任,有序推进管理年各项活动落实见效。 "
以金融科技为核心的金融专业人才培养探讨伴随金融科技在金融实践领域的广泛应用，以金融科技为核心的金融学人才需求较大，培养具有金融科技背景的金融专业人才是当前刻不容缓的重要任务。基于金融科技发展的背景，在总结已有金融专业教学改革经验的基础上，分析以金融科技为核心的金融专业人才培养的必要性和紧迫性及高校金融学专业培养的现状。总结目前高校金融人才培养存在的主要问题，发现其主要问题表现在：课程设置缺少金融科技在特色金融中的应用等内容；金融学专业教材部分内容可能与现实发展脱节；实践课程的比重有待提高；师资配备方面缺乏具有金融科技背景知识的教师队伍；金融风险和职业道德教育重视不够；等等。针对以上存在的问题，从优化高校人才培养目标、重构高校金融专业课程体系、改进教学模式及提升师资团队专业水平、打造金融科技应用实验基地以及加强金融专业人才的风险意识和职业道德教育等方面提出改革路径。 
